Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
31/07/2019,0.000544078,0.000708185,0.021052598,0.038470118,0.023191057,0.006752534,-0.000606952,0.016949629,0.005915486,0.018597876,0.006846389,0.005593403,0.00910736,0.011225342,0.020139522,0.014286627,0.006208413,0.004283468,-0.021386182,-0.011670758,-0.016169858,-0.000877361,-0.018956215,-0.000836656,-0.00537955,-0.061360688,0.003456878,0.0060384,0.013564141,-0.064515751,-0.002778775,0.000698711,0.004283468,-0.000606952,0.021052598,0.001804596,-0.012852332,0.009166711,0.020670326,-0.009037764,0.007719578,0.014372107,0.023630993,-0.006725716,-0.002438904,-0.001613503,-0.001127974,0.011169573,0.00014824
30/08/2019,0.000493432,0.000669316,0.03516689,0.045539749,0.015973306,0.00371045,0.031324147,0.024813992,0.026681503,0.02841135,-0.001412888,0.031448407,0.022369005,0.001449114,-0.539290773,0.006369292,0.007929932,-0.015556207,-0.040204816,-0.035647698,-0.04355669,-0.033404592,-0.027252094,-0.028792183,-0.039519875,-0.037326871,-0.009528788,-0.073305178,-0.020716867,0.016752533,0.020334878,0.0191769,-0.015556207,0.031324147,0.03516689,-0.007874953,-0.032962716,-0.032228426,-0.041456824,-0.025001785,-0.020782052,-0.015840317,-0.018613923,-0.023195426,0.011737643,-0.009141359,-0.021423124,0.003215389,0.003946308
30/09/2019,0.000503254,0.000664608,0.005132837,-0.003712478,0.000733656,0.008878611,-0.007585871,-0.003874205,-0.007709026,-0.009255165,0.005829534,-0.006504429,-0.005929639,-0.004619984,0.217036824,-0.007645091,0.002439064,0.004740155,0.042686567,0.022919205,0.018066587,0.007756841,0.023365967,0.020143927,0.018541029,0.051516397,0.038483561,0.028878238,0.016641402,0.080340057,-0.010171648,-0.007680658,0.004740155,-0.007585871,0.005132837,0.031689233,0.012642591,0.060924193,0.029494237,0.015033216,0.035769027,0.01871044,0.008274349,0.011746279,-0.004866423,0.008017697,0.015596591,0.000725679,0.000959631
31/10/2019,0.000503,0.000549214,-0.018139192,-0.055018277,-0.002525945,0.007047608,0.000615489,-0.0106604,-0.005387741,-0.016330999,0.005917527,0.006068577,0.003428202,0.001358953,-0.067863369,-0.002083249,0.00230589,0.008070772,0.036884119,0.035606857,0.031553848,0.020368255,0.03546027,0.027532179,0.032740605,0.048417318,0.048487244,0.039215,0.019519814,0.099962369,0.006658966,0.011658991,0.008070772,0.000615489,-0.018139192,0.013531765,0.036563263,0.048827029,-0.02094466,0.030063659,0.012011937,0.02165973,0.043698514,0.020219595,0.010311778,0.019182894,0.024401197,-0.002640301,-0.001668526
29/11/2019,0.00047761,0.000676567,-0.008041755,-0.017858056,-0.001566113,0.01207101,-0.002611457,-0.009499316,-0.005006598,-0.005767085,0.003654153,0.002518368,0.000912686,-0.002755495,0.037532422,-0.002508998,0.010456157,0.000791699,0.02327559,-0.00672941,-0.011406782,-0.01603195,0.017621937,0.016789588,-0.014340239,-0.008502211,0.007929546,-0.04384848,0.036109065,0.012009649,-0.007582651,-0.002375904,0.000791699,-0.002611457,-0.008041755,0.025391826,0.00594038,0.018703241,0.017640436,0.005909296,0.040311364,0.03629888,0.041026266,-0.02560517,-0.003317509,0.007040693,0.013133752,-0.003532828,0.002317679
31/12/2019,0.000517583,0.000705875,-0.013232812,-0.017734922,0.000740714,0.012254367,-0.005066713,-0.008874059,-0.006886076,-0.004715627,0.019479401,0.003199204,0.001844985,0.021562899,0.264264503,-0.00051646,0.01160575,0.025908527,0.059092091,0.053677519,0.063818214,0.084098059,0.044373848,0.040986584,0.066395614,0.007610853,0.021212417,0.112827577,0.030150581,0.068846153,0.005831635,0.008590379,0.025908527,-0.005066713,-0.013232812,0.013279408,0.056909527,0.013302913,0.026708599,0.058004315,0.055409948,0.030182012,0.039932287,0.050413743,0.011983751,0.026924604,0.035713342,-0.001309629,-0.000156611
31/01/2020,0.00048718,0.000705377,0.035258245,0.04227413,0.030793627,0.007438766,0.022448639,0.024390429,0.02026373,0.027657863,0.003711332,0.023449826,0.020472866,0.016477258,-0.109778622,0.011559255,0.00367007,0.001274962,-0.036475575,-0.026122321,-0.028564814,0.014506749,-0.024699507,-0.015644719,-0.013721971,0.001805183,-0.017912308,-0.051418333,-0.001179029,-0.028647864,0.012764845,0.015951858,0.001274962,0.022448639,0.035258245,-0.009913885,-0.039042909,-0.016226169,-0.033100604,-0.032871164,-0.033769053,-0.00039208,0.030054386,-0.073568552,0.007793171,-0.004280894,-0.011383285,0.00063694,-0.003095861
28/02/2020,0.000426703,0.000806791,0.012418852,0.018599525,-0.006529177,-0.011810666,0.024152064,0.004223483,0.014991845,0.010623969,-0.013556297,0.013378966,0.007370189,-0.00831698,-0.02143533,-0.004007062,-0.02039625,-0.018309695,-0.118140113,-0.045318426,-0.029747844,-0.003633201,-0.094061935,-0.071428456,-0.051405656,-0.070235286,-0.096672541,-0.112639836,-0.080700655,-0.114487525,0.006725844,0.003341228,-0.018309695,0.024152064,0.012418852,-0.076224103,-0.020958436,-0.095742143,-0.091043018,-0.038291095,-0.084907467,-0.082319184,-0.057765205,-0.050402228,-0.006951159,-0.040166736,-0.059705311,-0.00574753,0.004094421
31/03/2020,0.000391395,0.000670369,0.015044459,-0.042115951,-0.073465506,-0.131690674,0.029264558,-0.026025668,0.002313646,-0.034344023,-0.12595875,-0.070853579,-0.070004781,-0.120608676,-0.290674527,-0.068497932,-0.136013305,-0.135462122,-0.180729002,-0.109658118,-0.123946103,-0.076023974,-0.155037992,-0.138944844,-0.163677509,-0.260268234,-0.059231608,-0.331762602,-0.146830877,-0.203476239,-0.022406381,-0.072152867,-0.135462122,0.029264558,0.015044459,-0.13541532,-0.113658544,-0.06902228,-0.134346867,-0.129353388,-0.232814862,-0.123512857,-0.075722634,-0.12809141,-0.042800612,-0.092329459,-0.121464075,0.009014777,-4.6024E-05
30/04/2020,0.000105334,0.00054272,0.030019225,0.050315569,0.063333969,0.046262424,0.003557506,0.003966275,0.005736226,0.030231669,0.04241736,0.052431441,0.046418122,0.018123836,-0.03400389,0.037321609,0.06215372,0.04369119,0.073794007,0.081003842,0.088828479,0.062351978,0.073076638,0.102354528,0.091973358,0.146969465,0.054746217,0.058110979,0.134521331,0.056617522,0.019633376,0.048124868,0.04369119,0.003557506,0.030019225,0.063057341,0.08360033,0.0439243,0.03358625,0.088160255,0.104478032,0.12819376,0.152325195,-0.015383986,0.034109577,0.069266067,0.089946355,-0.010189229,-0.001610914
29/05/2020,5.51694E-05,0.001182319,9.98876E-05,0.047322819,0.009802786,0.02655156,-0.002841406,0.003524536,-0.001822948,0.016438968,0.047942547,0.015642716,0.012585635,0.056908357,0.306049382,0.001737763,0.023239551,0.051029553,0.015498012,0.013097973,-0.00119977,0.006330259,0.056316756,0.040111693,0.013905679,-0.021913022,0.062847698,0.048276182,0.055287042,-0.023220894,0.004386962,0.014533039,0.051029553,-0.002841406,9.98876E-05,0.042692168,-0.007039518,0.067152821,0.031092558,0.006557007,0.043638637,0.047628058,0.063102413,0.043404395,0.01063879,0.0258218,0.034752983,0.005175339,6.45405E-05
30/06/2020,-1.50454E-05,0.000385175,-0.005527511,0.004544837,0.015794008,0.030761171,0.001080609,0.010128226,0.001496573,0.010835152,0.016393191,0.019604037,0.018110701,0.029218369,0.104672772,0.013190035,0.020110673,0.022766072,0.013024856,0.062832416,0.082262386,0.104388917,0.036152177,0.039858647,0.083077161,0.090772184,-0.000826852,0.04995757,0.026143603,-0.009391062,0.008884276,0.020852462,0.022766072,0.001080609,-0.005527511,0.038138656,0.074374439,0.001486594,0.015013851,0.066794344,-0.000803781,0.019887203,0.063678421,0.022822729,0.014304791,0.027468898,0.035212491,0.01383301,0.001087899
31/07/2020,-3.51064E-05,0.000220015,0.003982875,0.007147316,0.019881715,0.017084812,0.010619098,0.010653419,0.008825744,0.017901236,0.042530948,0.032507335,0.02553701,0.037437267,0.059910419,0.015046672,0.017696713,0.045498531,0.027366669,0.071010009,0.095867124,0.151715023,0.045008034,0.059050219,0.111774522,0.073794813,-0.017932952,0.096940972,0.056371418,0.083479602,0.031893362,0.042260941,0.045498531,0.010619098,0.003982875,-0.005056145,0.081416203,-0.035535682,-0.045346327,0.082054199,-0.016301363,0.05638514,0.074074387,0.057075178,0.036645812,0.048187476,0.054976691,0.00842707,0.004494216
31/08/2020,-5.01537E-05,0.000114214,-0.030681948,-0.044439205,-0.009270517,0.012490051,-0.010565345,-0.007805867,-0.010465321,-0.009102772,0.012636014,-0.013788886,-0.007283022,0.003497632,0.001278912,0.001751394,0.015233415,0.016365751,0.049620579,0.043305298,0.035230247,0.034450846,0.044927251,0.055175593,0.021295799,0.052342765,0.075592967,-0.051374257,0.071121834,0.024362167,-0.00152466,-0.003022538,0.016365751,-0.010565345,-0.030681948,0.030884024,0.032197995,0.079364228,0.015052725,0.021986749,0.056057754,0.071880523,0.111601688,0.067631746,0.008397884,0.032495492,0.046670555,0.009783057,-0.004208229
30/09/2020,-6.01875E-05,5.49855E-05,0.014896283,0.016418649,0.005686674,-0.002102707,0.001657075,0.014234019,0.006595663,0.004190569,-0.011404753,-0.002861842,-0.000346741,-0.017574514,-0.166276036,0.003045414,-0.007209376,-0.018684556,-0.052395157,-0.028376171,-0.041191706,-0.059761779,-0.033651785,-0.031493528,-0.042970015,0.001129692,0.021317762,-0.051768896,-0.035855493,-0.079637611,-0.003596815,-0.007844166,-0.018684556,0.001657075,0.014896283,-0.007397715,-0.018259407,0.006186283,-0.015903452,-0.016258494,-0.020416222,-0.037996668,-0.056702512,-0.033513462,-0.00847874,-0.020334843,-0.027309021,0.010664826,0.004078701
30/10/2020,-6.5207E-05,8.45884E-05,-0.005389356,0.006515711,0.001531841,0.011180984,-0.008872307,0.009540799,-0.002233529,0.000190417,0.004237931,-0.001799764,0.000777547,-0.003636317,-0.138577419,0.007756505,0.003440932,0.00073043,-0.035695612,0.013705814,0.022337174,0.025391953,-0.050335264,-0.014725318,0.013379084,0.013818952,-0.018234443,-0.008355552,-0.020610527,-0.0097811,0.000956482,-0.000619516,0.00073043,-0.008872307,-0.005389356,-0.05390933,0.021258024,-0.025191916,-0.05062549,0.015081472,-0.013705932,-0.02659379,-0.031614598,0.014086202,-0.001787833,-0.008452598,-0.012373048,0.008386102,-2.75088E-05
30/11/2020,-7.02275E-05,3.80616E-05,-0.00442832,0.00085611,0.019439634,0.040983062,0.003424859,0.001751328,0.00182166,0.00869852,0.041039954,0.027860037,0.020639519,0.038320149,0.062099999,0.010266903,0.041585903,0.04986094,0.164312651,0.08769342,0.082553701,0.049926761,0.171975728,0.120152618,0.089138656,0.1065144,0.107646209,0.187754181,0.127926423,0.144538171,0.018182205,0.030608179,0.04986094,0.003424859,-0.00442832,0.141994705,0.072831975,0.122123941,0.131104101,0.077803625,0.134112793,0.109463959,0.111049644,0.035125107,0.036027027,0.079364453,0.104857056,0.010241691,-0.001485516
31/12/2020,-8.02657E-05,7.61202E-05,0.016087388,0.004880119,0.017965567,0.01036432,-0.002474462,0.001130449,0.00038191,0.007767537,0.021433852,0.004354926,0.004623983,0.016536002,0.040727512,0.00167008,0.00787116,0.024680474,0.066752833,0.051547398,0.054537434,0.045472076,0.057369888,0.048963813,0.06531513,0.09144744,0.040102145,0.111589442,0.045574241,0.064341452,0.013432335,0.012341594,0.024680474,-0.002474462,0.016087388,0.020088958,0.060195114,0.031174823,0.030032074,0.061128061,0.070824641,0.038448171,0.051070646,0.049740638,0.019650344,0.034751222,0.043634091,0.007812948,0.002571379
29/01/2021,-8.02721E-05,-8.45716E-06,-0.017233165,-0.030558282,-0.011138808,0.008141476,-0.009832447,-0.005940534,-0.008131008,-0.007887039,0.000949312,-0.012831024,-0.008422322,-0.012675228,-0.0781541,-0.001178613,0.005819656,-0.001645467,-0.003991323,0.014551753,0.020959527,0.013145711,-0.013408781,0.001853648,0.003192939,-0.010792636,-0.010877244,-0.059329156,-0.001327286,-0.006188717,-0.00880696,-0.009933047,-0.001645467,-0.009832447,-0.017233165,-0.010627891,0.044835297,0.003902941,-0.00693196,0.038317643,-0.011940113,-0.01009579,0.003219816,0.026256819,-0.006941354,-0.002410595,0.000254557,-0.000126945,-0.001987707
26/02/2021,-7.52612E-05,-2.96003E-05,-0.056508032,-0.051267938,-0.032664925,0.004904216,-0.019933543,-0.019088324,-0.021289796,-0.029594829,0.003505294,-0.017228461,-0.016547402,-0.026892224,-0.033274376,-0.007742627,0.008224281,0.001358788,0.042515297,0.014275764,0.015153779,-0.01003484,0.026122378,0.022474981,0.012056349,0.072378003,0.0103946,-0.026750263,0.03061828,0.044334074,-0.017213103,-0.013864186,0.001358788,-0.019933543,-0.056508032,0.02607401,0.014046928,0.033101242,0.017555116,0.010385524,0.039663146,0.027574918,-0.000383577,0.064705256,-0.010267688,0.006599747,0.016521768,0.002845673,0.001239055
31/03/2021,-7.52668E-05,2.11437E-05,0.000270936,0.018095672,-0.003675528,0.002580013,-0.01084864,0.001917244,-0.002295032,0.01045257,-0.000188571,-0.017158817,-0.00818905,-0.015809646,-0.055541297,0.002105333,0.007289739,-0.009253269,0.024006927,-0.012796528,-0.019400093,-0.043141052,0.028179475,0.016025048,-0.013306907,0.021329716,0.014579441,0.040897549,0.030561566,0.008131931,-0.01923674,-0.019251,-0.009253269,-0.01084864,0.000270936,0.068172757,-0.018112704,0.049528216,0.04125053,-0.008463218,0.032385377,0.043795667,0.014727073,-0.021469623,-0.013065928,0.001920332,0.010735779,0.014825357,0.002942551
30/04/2021,-6.0218E-05,8.03444E-05,0.005214884,0.009260139,0.008187706,0.008383442,0.007305742,-0.010787965,0.001320767,0.008459939,0.011377006,0.011077205,0.0075606,0.022444439,0.024050614,0.000165898,0.004375839,0.019028111,0.04706167,0.021961383,0.031287328,0.039456014,0.04982781,0.038735928,0.032000321,-0.001576205,-0.016116114,0.020079201,0.049616671,0.063336584,0.012633089,0.014455662,0.019028111,0.007305742,0.005214884,0.02090075,0.018412085,-0.025873523,0.040177618,0.01616745,0.058944001,0.053368764,0.059159113,0.082906475,0.017201086,0.028294792,0.034820502,-0.014987331,0.006434512
31/05/2021,-6.52401E-05,8.03379E-05,0.004484763,0.028328774,0.002657613,0.001870278,0.002622728,-0.000227435,0.001521726,0.016490238,0.004662119,0.007682531,0.004361839,0.012591047,0.03836989,-0.001357198,0.003296291,0.00937755,0.037586592,0.032954043,0.038112121,0.073662022,0.044788578,0.023545633,0.059210903,0.096467775,0.010598498,0.06479948,0.008514947,0.052838435,0.009391607,0.010662802,0.00937755,0.002622728,0.004484763,0.028145572,0.006845304,0.016534544,0.013137936,0.013711557,0.004610136,0.006984374,-0.011651599,0.027284083,0.011868561,0.017884022,0.021422529,0.006782281,0.005866647
30/06/2021,-6.02255E-05,7.61035E-05,0.007168868,-0.001990385,0.008959271,0.007158317,0.007554967,0.004634722,0.005514474,0.004118503,0.010138353,0.0163129,0.012211337,0.007660527,0.005379045,0.004135272,0.006068316,0.001960561,-0.029172931,-0.000355493,-0.000631365,6.74989E-05,-0.015374188,0.00879397,0.004066051,0.003847338,0.000810675,0.026876594,0.024992658,-0.0335298,-0.008822368,0.001298743,0.001960561,0.007554967,0.007168868,0.0199104,0.007655463,0.0118227,0.004310798,0.008677739,-0.020007085,0.023344793,0.063990359,0.018512894,-0.005739508,0.001747435,0.00615152,0.05311627,0.005001806
30/07/2021,-6.02292E-05,7.18701E-05,0.027562117,0.062987536,0.01656454,0.004044833,0.011677824,0.018363782,0.013873939,0.036474564,-0.001850689,0.013688165,0.011626155,0.005820069,-0.013151428,0.011407199,0.004710382,0.001065198,0.013353442,-0.040828459,-0.047275202,-0.03522466,0.019536978,-0.004605411,-0.021204254,0.016217193,-0.012062324,-0.040103855,0.012557533,0.077849515,0.013310171,0.012602034,0.001065198,0.011677824,0.027562117,0.018284711,-0.069651974,-0.023678525,0.002640308,-0.060461735,0.023895536,0.023754906,0.028170515,0.018385445,0.010174944,0.002560822,-0.001918074,-0.046919601,-0.000152721
31/08/2021,-6.52522E-05,7.60922E-05,-0.008056083,0.004408557,-0.002817613,0.005656093,-0.001316402,-0.005871602,-0.002926139,0.000602359,0.007688245,-0.00302598,-0.001894344,0.010110084,0.026068734,-0.004070635,0.002648892,0.006365328,0.016101119,0.027151899,0.026429518,0.02670939,0.016534321,0.025435493,0.038353401,0.081467241,0.030280068,0.010408358,0.027823714,0.028601455,-0.004158551,-0.004765913,0.006365328,-0.001316402,-0.008056083,0.022594959,0.019382553,0.031799222,0.01887658,0.022918108,0.054109965,0.030405657,0.042519649,-0.002957521,0.001020406,0.013597875,0.020996387,0.030325949,0.007080155
30/09/2021,-6.02367E-05,8.45405E-06,-0.037006334,-0.041688265,-0.024153551,0.000524653,-0.010510042,-0.012012879,-0.012024586,-0.016833041,-0.005532973,-0.010526128,-0.009968405,-0.023204144,-0.010190614,-0.00644302,-0.001067131,-0.011020421,-0.032839958,-0.012996785,-0.021587707,-0.008266847,-0.046710135,-0.032723595,-0.011715085,0.022888552,0.024073443,-0.083391194,-0.042612497,-0.081831998,-0.017769047,-0.01525349,-0.011020421,-0.010510042,-0.037006334,-0.037723769,-0.033810951,0.044818216,8.84981E-06,-0.027847706,-0.047707498,-0.046509779,-0.05686089,0.049752256,-0.020386093,-0.026741776,-0.030480413,0.02922782,0.002944194
29/10/2021,-4.51803E-05,-0.000278981,0.021233727,0.04568943,0.006355734,-0.009349969,0.000177146,-0.006280358,-0.001057326,0.018790223,-0.00750801,0.002479487,-0.000554636,0.000603696,-0.063077805,-0.007420845,-0.004201358,-0.005351806,0.028182182,0.001963183,0.010656489,0.007903878,0.042276109,0.036721862,0.005050259,-0.011358629,-0.034255607,-0.046192088,0.061513239,0.053668502,-0.002417111,0.00028578,-0.005351806,0.000177146,0.021233727,0.041977046,0.011124923,-0.012403374,0.023125324,0.009064857,-0.002962409,0.070061788,0.079385107,0.025840822,0.004432209,0.021066273,0.030851016,-0.025002955,0.010897122
30/11/2021,-1.00405E-05,0.000422817,0.029939224,0.061976888,0.012850012,-0.002766202,0.007934737,0.017176418,0.01139437,0.02802686,-0.01219007,0.000615972,0.002031948,-0.015372299,-0.10880037,0.001948927,-0.005727116,-0.01984978,-0.058072031,-0.012850385,-0.0083379,0.046116815,-0.05188846,-0.023944741,0.01084019,-0.021575036,-0.03289055,-0.032629499,-0.019327826,-0.000624494,-0.00292505,-0.007934664,-0.01984978,0.007934737,0.029939224,-0.024514553,-0.034460208,-0.028707493,-0.019400122,-0.032133745,-0.031065612,-0.006928954,0.018834857,-0.073105559,-0.006603496,-0.015536865,-0.020791788,0.019620793,0.007365364
31/12/2021,-2.00812E-05,-0.000236677,-0.026625508,-0.057508236,-0.013069882,0.006614336,-0.005050203,-0.015597927,-0.008464678,-0.015101582,0.016021237,-0.000801072,-0.001678496,0.01443403,0.157053274,-0.00108601,0.00997724,0.018505451,0.071008891,0.017764987,0.01822314,0.009565714,0.057380976,0.032586649,0.022273787,0.036271866,0.015623798,0.050429789,0.034168597,0.061357298,-0.00139601,0.003071816,0.018505451,-0.005050203,-0.026625508,0.052490964,0.010855993,0.033585146,0.048077372,0.015329774,0.044355842,0.044816132,0.011892858,0.035252284,0.004550955,0.018993586,0.027489251,0.005161317,0.005014108
31/01/2022,7.53061E-05,-8.8775E-05,-0.038302656,-0.027082072,-0.034180291,-0.013582206,-0.01664041,-0.011474711,-0.015802671,-0.021113744,-0.027042871,-0.033661343,-0.025529857,-0.030086469,-0.0946793,-0.013211859,-0.01376002,-0.025384633,-0.017770536,-0.056769281,-0.057646056,-0.101320039,-0.057729163,-0.05381309,-0.055987405,-0.01039316,-0.052661877,0.06627985,-0.061072986,-0.038988133,-0.020493685,-0.030824623,-0.025384633,-0.01664041,-0.038302656,-0.045299237,-0.027143619,-0.050142545,0.018589166,-0.017830402,-0.075199334,-0.051747042,-0.08488735,0.087787584,-0.026324581,-0.040485328,-0.048815179,0.011591058,-0.001329845
28/02/2022,0.000210841,-5.07331E-05,-0.013687868,-0.003331762,-0.028051624,-0.020616728,-0.006724259,-0.019738123,-0.010537386,0.002556059,-0.018055038,-0.020001548,-0.022318822,-0.055326212,0.045592115,-0.025143757,-0.028162301,-0.023945013,-0.008070077,0.004823104,0.006861103,0.037192104,-0.052395452,-0.014425585,-0.003311266,-0.05419625,-0.004643829,0.026116195,-0.021300783,-0.02730754,-0.011885625,-0.020581877,-0.023945013,-0.006724259,-0.013687868,-0.042594904,-0.021011968,-0.011540567,0.007768287,-0.02370381,-0.038784236,-0.02994145,-0.045448859,0.062297252,-0.012330118,-0.013409601,-0.014044591,0.001120828,0.008085432
31/03/2022,0.00039148,0.000363606,-0.020725206,-0.027427544,-0.011362088,-7.70571E-06,-0.026359471,-0.023496219,-0.021829145,-0.010113951,-0.014140147,-0.025216184,-0.022771588,-0.014263567,0.015992288,-0.012016853,0.000256145,-0.008582471,-0.007344424,-0.02733115,-0.030708341,-0.087430087,0.011319141,0.011994855,-0.018260769,0.038253562,-0.01154909,0.122891169,0.033234563,0.02242377,-0.030452691,-0.024895198,-0.008582471,-0.026359471,-0.020725206,0.005892255,-0.020058771,0.050252063,0.020473059,-0.020279993,-0.008158417,0.03712953,0.042819895,0.08647024,-0.023024371,-0.004984164,0.005627723,0.003717143,0.010938728
29/04/2022,0.00048665,0.000321209,-0.028457858,-0.066309871,-0.033761029,-0.02047167,-0.027953379,-0.03802318,-0.026319817,-0.033253238,-0.034063652,-0.054679373,-0.040789574,-0.059950655,-0.050624956,-0.027410214,-0.027303891,-0.045915137,-0.044670957,-0.073646526,-0.071206573,-0.130542484,-0.056198981,-0.075214976,-0.081124596,0.002012043,-0.084813735,-0.111174859,-0.091148766,-0.06854729,-0.054788385,-0.05841622,-0.045915137,-0.027953379,-0.028457858,-0.011111729,-0.035426531,-0.026542206,0.009976196,-0.03504838,-0.019349005,-0.087201833,-0.133420769,0.041407043,-0.058363039,-0.06704434,-0.072150988,0.011776176,0.025125113
31/05/2022,0.000697025,0.000570386,-0.02940958,-0.07875677,-0.016295652,-0.017425006,0.000760389,-0.018680166,-0.006620289,-0.033906351,-0.000808441,0.009335805,-0.000433237,0.003611064,-0.063386397,-0.012301108,-0.01420268,-0.000931308,0.009997745,0.016223208,0.012068152,0.057101055,0.011566956,0.004949098,0.021309987,-0.070748079,0.017515915,0.064963538,-0.002727454,-0.05022621,0.002729584,0.005929193,-0.000931308,0.000760389,-0.02940958,-0.006011522,0.002532206,0.009306395,0.013352726,-0.001437219,-0.014644087,0.001834617,-0.015322562,0.015249288,0.003117999,0.004061292,0.004616171,0.011393243,0.006531374
30/06/2022,0.000806783,0.000595396,-0.018332765,-0.04770306,-0.033860949,-0.055558595,-0.006517581,-0.018222658,-0.011490252,-0.034312372,-0.06737706,-0.027999228,-0.025587992,-0.061651727,-0.13109283,-0.034858936,-0.068205554,-0.075263164,-0.097063361,-0.016437352,-0.005162607,0.093093826,-0.095879853,-0.066230196,-0.003494496,-0.069767634,-0.068927293,-0.16287789,-0.08541626,-0.132473949,-0.032087679,-0.036326645,-0.075263164,-0.006517581,-0.018332765,-0.084583001,-0.029001986,-0.027062385,-0.051634515,-0.044709423,-0.09014039,-0.082543763,-0.089447777,-0.107745655,-0.038062619,-0.052573189,-0.061108818,0.012068695,0.008036749
29/07/2022,0.000906273,0.000713207,0.026136682,0.055088436,0.034442418,0.030087415,0.01432744,0.040746712,0.021442108,0.046259612,0.049792048,0.032371452,0.032055496,0.032634325,-0.099411761,0.047005088,0.051264557,0.040438982,0.046632559,0.004289191,-0.006094193,-0.02535191,0.04639237,0.053019481,0.003503282,0.092125771,0.05555917,0.051656574,0.0925171,0.08663243,0.021258949,0.027948153,0.040438982,0.01432744,0.026136682,0.070044528,-0.008398662,0.039849555,0.035259893,0.001948107,0.082424383,0.092204456,0.126028723,0.042625039,0.026817042,0.040315269,0.048255402,0.018541907,0.006141669
31/08/2022,0.001330665,0.000425932,-0.076219512,-0.075915101,-0.065492317,-0.010158202,-0.022468249,-0.051891896,-0.030040053,-0.03951499,-0.016947355,-0.029323941,-0.030229566,-0.011103311,0.097437081,-0.042288696,-0.015183731,-0.015104864,-0.060788106,-0.016148206,-0.014479738,-0.054239121,-0.060930613,-0.03100487,-0.011461364,0.050511366,-0.024259315,0.029274985,-0.036205399,-0.136567396,-0.039461331,-0.037205371,-0.015104864,-0.022468249,-0.076219512,-0.046705373,0.008824328,0.010786778,-0.013155273,0.012455211,-0.06084415,-0.040781879,-0.051106552,0.00088091,-0.03798145,-0.034387454,-0.032273339,0.008444147,0.004969846
30/09/2022,0.00157869,0.000311936,-0.081013198,-0.073820162,-0.09591935,-0.066911011,-0.03218242,-0.038974209,-0.033442223,-0.067099986,-0.043256889,-0.052554915,-0.046975129,-0.063851091,-0.114948224,-0.033220454,-0.042823387,-0.050872944,-0.096783094,-0.104270084,-0.106767241,-0.100102113,-0.0967432,-0.093810814,-0.082921675,-0.053559774,-0.092815117,-0.046141701,-0.091815662,-0.211126537,-0.051379895,-0.054934103,-0.050872944,-0.03218242,-0.081013198,-0.063567749,-0.105474058,-0.062532251,-0.049766353,-0.093298579,-0.106426215,-0.092098631,-0.105474397,-0.081084354,-0.058805306,-0.076838447,-0.087446176,0.002274407,0.005002111
31/10/2022,0.001965264,0.002747554,0.031207041,-0.046056121,0.051875304,0.024690625,-0.012751557,0.00223676,-0.005114679,0.002671049,0.018837292,-0.010341412,-0.006257758,0.001387975,0.025983263,0.001039944,0.020309102,0.021448111,0.062233053,-0.03135273,-0.042829152,-0.052474143,0.069094566,0.040012858,-0.012421348,0.011835639,0.022044455,0.09386543,0.080176981,0.065364863,-0.006877383,-0.003238657,0.021448111,-0.012751557,0.031207041,0.071721601,-0.054273843,0.057316878,0.028017417,-0.026135321,0.043316165,0.080961358,0.040068767,0.019911296,0.001328409,0.021256762,0.032979322,-0.000127951,0.019674542
30/11/2022,0.002255123,0.002029804,0.028026362,0.03897393,0.042459015,0.038400056,0.024437043,0.023975007,0.01956258,0.025733114,0.031216614,0.051782764,0.041495723,0.078299283,0.148112125,0.028087536,0.035230074,0.050095699,0.110011629,0.124506291,0.131959847,0.09523691,0.114418324,0.078350315,0.084236668,0.050344975,0.092005389,-0.014202127,0.050908356,0.0487108,0.04706102,0.055115819,0.050095699,0.024437043,0.028026362,0.069429002,0.154877483,0.029721933,0.070917776,0.11697321,0.075293442,0.055884023,0.05615802,0.027381414,0.052536647,0.065834597,0.073656921,-0.001482914,0.003922377
30/12/2022,0.002582837,0.00254994,-0.041016217,-0.052105817,-0.019056541,0.000616892,-0.003916289,-0.042093329,-0.018376501,-0.026362367,0.000391939,-0.004388242,-0.005850801,0.000932445,0.050535053,-0.017726317,-0.008777272,0.006578173,-0.003748674,0.004243841,0.003146564,0.005145029,0.002777319,-0.027995765,-0.009077301,-0.041001842,0.009227317,-0.025576691,-0.058712782,0.007377353,0.005407721,0.002093293,0.006578173,-0.003916289,-0.041016217,-0.030934009,-0.008328114,-0.051674779,-0.013880889,-0.019454194,-0.016727141,-0.057614487,-0.090056888,-0.024479151,-0.000437889,-0.01463437,-0.022985242,-0.007949521,0.003709726
